label,clean_data
1,hv approv would cr dose come india everi day perhap biden refus pfizer vaccin export canada ban raw materi fr sii fact inconveni one suppli crore dose sii amp
1,canada paid per dose european union paid dose dose accord figur releas belgian mep last month ottawa pay en moyenn par dose de vaccin
1,let faster
1,wonder hear becom first african countri receiv vaccin covax facil great news share
1,happi independ day ghana
2,russia sputnik v approv countri clinic trial data publish lancet demonstr high efficaci amp safeti vaccin embarrass doug ford trudeau refus distribut canada ontario
1,see mrna j amp j trade cfd retail cfd account lose money price prior publish
1,hey ram
2,quick updat got nd shot day ago minor sore around inject site first day pretti much
1,feder govern buy dose vaccin move offset reduct suppli anoth produc offer help distribut shot hot spot provinc turn assist regrett
1,troubl forens fraud alway see word like use somewher along line
2,instead sock let talk shot pleas consid vaccin x like die jameson w ds defect got w side affect
1,govern advanc purchas agreement pfizer addit million vaccin mean australia receiv million pfizer dose
1,sputnik jab astraz vaccin china consid mix covid vaccin increas protect rate
2,presid thank easili beat
2,thank great visionari dr jee kind support pennsylvania base biopharmaceut firm ocugen inc seek sell million bharat biotech covaxin dose us
1,forev connect st shot
1,us begin studi sever side effect vaccin
2,follow trend pic happen super excit receiv first dose today
1,assam get lakh covishield lakh covaxin arriv april
2,st spin narr amp ask shud get vaccin anoth attempt cast doubt appreci around world r result scientist doubt
1,hr sinc st dose vaccin woke headach last night felt slightli warm slight bodi ach feet amp leg arm hurt much took tylenol amp okay feel like cold
0,anyon surpris vaccin still trial phase somehow less popular fulli approv vaccin data behind govern rush roll goddamn embarrass sea similarli ghastli strategi
2,ocugen addit suppli usa order
1,one nation one market theori modi ji
2,thank scienc rochest region health pfizerbiontech
2,wait nd dose tomorrow
0,famili italian woman die launch legal action
2,first shot done hartford healthcar ct convent center smooth process thank everyon
2,kiril dmitriev rdif ceo cnn deliveri mexico signific breakthrough russia effort fight clearli show save live polit
0,hour ago feel like bad pain day super tire noth extrem imag descript sticker white green background torso red short sleev shirt bandaid arm
2,vaccin administ
1,chosen particip vaccin studi children
1,da recent reviv agreement b w amp abt acquir donat made india true total vote di ridicul move even da pipelin
1,ok main worri covid vaccin get sticker brave boy
1,make moderna vaccin need know
1,easter eat alon doug ford trudeau toronto ontario canada forc stay home famili busi church hope life order russia get syria
2,card strikeout leader amp oh yeah got first dose today
2,listen ridicul man life negoti bring russian vaccin eu immedi
2,philippin presid thank donat batch covid vaccin
2,tell us thought ocgn commerci one effect vaccin us fda approv
1,rollout begin
1,procur million unit inflat price rs per unit million unit inflat price rs per unit export
1,joke
2,presid spoke presid broad develop bilater relat incl trade econom well suppli russia agenda
1,govt alloc taxpay money less goi alloc rs cr sii rs cr bharat biotech
1,sinovac doubl covid vaccin product capac
1,moderna begin test vaccin infant young children
1,szef jak dziala rewrit genet code cancer cure make
0,got first vaccin yesterday min pain set itch gener shot area stop yet
1,corona pfizer vaccin approv use us emerg basi
2,right thing benefit
2,dose
1,aiim covaxin effect month seriou side effect far
2,st covid vaccin minut far thing felt achi arm feel overli excit grate offer vaccin alreadi way back normal
1,hcw philippin offer sign form vaccin
1,seen key step toward herd immun begun test vaccin children young month old
2,shot shot shot entir norton famili fulli vaccin may st happi
1,hmm sound like u think act like amp demand canada st made clear temporari disrupt bad close amp sold lab
1,cool interestingli read pr also test lower dose shot shot mcg work mayb higher dose mcg caus greater side effect moderna may also includ variant protect futur nd shot
2,outrag play game peopl live petti jealousi professor led oxford team produc life chang vaccin
2,arriv safe saturday litr liquid vaccin arriv kuala lumpur intern airport air beij china via malaysia airlin mh
2,got one today grate get first dose immun compromis amp almost total lockdown year today feel real
1,uae check vaccin provid water
1,water full sand rock rd give friend pasta gravi gift train station would like hear
1,polici decis use taken approv health minist pavithra wanniarachchi say
1,mom second vaccin told drink lot water take tylenol six hour later feel achey
1,like increas product million dose current million per month
0,vaccin safe doctor view higher chanc develop blood clot without vaccin via
0,abruptli chang use warn peopl age offer altern jab
2,centr say effect uk brazillian variant
1,euro paid russian citizen dual citizen germani receiv vaccin
1,latin american countri choic russia symptom decl us influenc region
2,nd dose
1,yesterday receiv first dose vaccin today new presid first femal first poc vice presid first second gentleman best side effect ever
0,pleas peopl urg research look syncytin swimmer make placenta pfizer vaccin unknown fertil risk
0,holi hell second dose joke
1,got st vaccin shot today mani emot
1,covid vaccin oxygen cylind shortag issu watch
2,round one book side effect everi research public offici physician volunt countless other develop suppli chain work tirelessli knockout
1,vaccin diplomaci pay via
2,right
1,covid first dose vaccin given uk year old carer ell taylor get jab mehr detail
2,month work doctor wait schedul monday excit terrifi
2,embarrass moscow russia everyth open busi usual ontario report case new case toronto close busi church famili hope canada get syria effect
2,v day
0,pro govt propaganda kill yet approv anyon except goi efficaci self claim bharat bio tech yet check medic fratern taken efficaci found low one wait year anoth brand vaccin
2,first dose vaccin thank southcentr foundat
1,vaccin must store degre celciu dr reddi get cdsco panel nod sputnik v regulatori provis
2,better news percept vaccin h
1,russian direct invest fund wednesday announc result survey vaccin prefer read
1,bharat biotech up capac produc million dose annual meet surg demand said manufactur scale multipl facil hyderabad bengaluru
2,nd vaccin happi complet dose hope pandem soon behind us florida intern univers
1,expert panel clear v emerg use drug regul nod expect soon
2,close point huge popul utterli stupid go dose immun time cost heavi vaccin blunder done damag ongo hope atleast dose cheaper j amp j vaccin approv
2,tamil nadu health dept receiv lakh dose lakh dose today
